Date,Product_ID,Product_Name,Store_ID,Warehouse_ID,Sales_Quantity,Stock_Quantity,Price,Revenue,Year,Month,Week,DayOfWeek,IsWeekend
2026-06-05,128,Product_128,3,3,4,246,75.79,303.16,2026,6,23,6,0
2026-06-11,34,Product_34,7,7,0,100,79.35,0.0,2026,6,24,5,0
2026-07-04,95,Product_95,8,8,8,231,88.52,708.16,2026,7,27,7,1
2026-06-29,109,Product_109,1,1,5,51,91.51,457.55,2026,6,27,2,0
2026-06-11,3,Product_3,18,8,5,484,39.91,199.55,2026,6,24,5,0
2026-08-15,113,Product_113,1,1,39,447,9.91,386.49,2026,8,33,7,1
2026-07-01,107,Product_107,18,8,4,414,78.79,315.16,2026,7,27,4,0
2026-06-02,13,Product_13,6,6,10,77,55.87,558.7,2026,6,23,3,0
2026-06-26,58,Product_58,19,9,28,93,36.7,1027.6,2026,6,26,6,0
2026-06-08,102,Product_102,2,2,3,109,13.59,40.77,2026,6,24,2,0
2026-06-19,60,Product_60,6,6,6,176,77.44,464.64,2026,6,25,6,0
2026-07-18,115,Product_115,6,6,1,296,81.14,81.14,2026,7,29,7,1
2026-08-11,65,Product_65,18,8,15,35,19.04,285.6,2026,8,33,3,0
2026-06-19,74,Product_74,10,10,7,187,40.75,285.25,2026,6,25,6,0
2026-07-20,5,Product_5,12,2,4,172,36.11,144.44,2026,7,30,2,0
2026-07-13,103,Product_103,2,2,3,343,90.22,270.66,2026,7,29,2,0
2026-08-27,121,Product_121,7,7,2,306,78.35,156.7,2026,8,35,5,0
2026-07-02,29,Product_29,4,4,2,367,93.91,187.82,2026,7,27,5,0
2026-08-19,94,Product_94,4,4,22,63,99.72,2193.84,2026,8,34,4,0
2026-07-20,115,Product_115,7,7,1,409,81.14,81.14,2026,7,30,2,0
2026-07-22,139,Product_139,8,8,5,377,63.55,317.75,2026,7,30,4,0
2026-07-18,111,Product_111,3,3,13,465,8.44,109.72,2026,7,29,7,1
2026-06-30,6,Product_6,12,2,12,113,41.05,492.6,2026,6,27,3,0
2026-08-05,120,Product_120,18,8,22,111,93.14,2049.08,2026,8,32,4,0
2026-07-27,3,Product_3,3,3,8,359,39.91,319.28,2026,7,31,2,0
2026-07-05,5,Product_5,9,9,10,296,36.11,361.1,2026,7,27,1,1
2026-07-14,59,Product_59,3,3,4,344,90.34,361.36,2026,7,29,3,0
2026-06-27,69,Product_69,16,6,17,235,74.32,1263.44,2026,6,26,7,1
2026-08-16,150,Product_150,18,8,12,142,59.38,712.56,2026,8,33,1,1
2026-07-13,3,Product_3,7,7,7,259,39.91,279.37,2026,7,29,2,0
2026-08-06,116,Product_116,9,9,6,224,27.66,165.96,2026,8,32,5,0
2026-07-10,55,Product_55,6,6,2,56,44.77,89.54,2026,7,28,6,0
2026-06-23,3,Product_3,18,8,7,408,39.91,279.37,2026,6,26,3,0
2026-07-27,57,Product_57,2,2,10,287,68.77,687.7,2026,7,31,2,0
2026-06-02,20,Product_20,5,5,6,245,74.81,448.86,2026,6,23,3,0
2026-06-23,44,Product_44,5,5,6,101,49.27,295.62,2026,6,26,3,0
2026-06-30,130,Product_130,12,2,4,437,85.86,343.44,2026,6,27,3,0
2026-07-28,116,Product_116,15,5,6,302,27.66,165.96,2026,7,31,3,0
2026-06-28,113,Product_113,5,5,39,262,9.91,386.49,2026,6,26,1,1
2026-07-14,76,Product_76,15,5,4,313,73.19,292.76,2026,7,29,3,0
2026-07-15,43,Product_43,10,10,3,322,59.38,178.14,2026,7,29,4,0
2026-06-18,50,Product_50,6,6,4,271,93.47,373.88,2026,6,25,5,0
2026-08-24,150,Product_150,3,3,10,220,59.38,593.8,2026,8,35,2,0
2026-07-13,18,Product_18,2,2,14,296,65.13,911.82,2026,7,29,2,0
2026-08-20,56,Product_56,7,7,8,204,78.56,628.48,2026,8,34,5,0
2026-06-26,48,Product_48,4,4,12,48,51.75,621.0,2026,6,26,6,0
2026-06-27,96,Product_96,12,2,5,380,31.97,159.85,2026,6,26,7,1
2026-07-29,83,Product_83,18,8,4,55,70.18,280.72,2026,7,31,4,0
2026-08-11,12,Product_12,19,9,15,105,36.19,542.85,2026,8,33,3,0
2026-07-20,40,Product_40,9,9,5,476,63.54,317.7,2026,7,30,2,0
2026-07-29,7,Product_7,14,4,4,434,70.15,280.6,2026,7,31,4,0
2026-08-18,84,Product_84,16,6,3,418,6.17,18.51,2026,8,34,3,0
2026-06-14,146,Product_146,5,5,1,63,98.1,98.1,2026,6,24,1,1
2026-08-12,7,Product_7,8,8,10,199,70.15,701.5,2026,8,33,4,0
2026-07-22,124,Product_124,8,8,3,183,8.81,26.43,2026,7,30,4,0
2026-06-05,61,Product_61,18,8,11,452,30.7,337.7,2026,6,23,6,0
2026-07-09,127,Product_127,1,1,7,430,52.93,370.51,2026,7,28,5,0
2026-06-23,100,Product_100,15,5,8,42,68.24,545.92,2026,6,26,3,0
2026-08-03,10,Product_10,1,1,11,370,92.05,1012.55,2026,8,32,2,0
2026-07-30,91,Product_91,11,1,12,265,92.25,1107.0,2026,7,31,5,0
2026-06-23,21,Product_21,11,1,7,286,24.23,169.61,2026,6,26,3,0
2026-06-30,27,Product_27,12,2,6,481,73.94,443.64,2026,6,27,3,0
2026-06-08,150,Product_150,20,10,10,240,59.38,593.8,2026,6,24,2,0
2026-06-24,102,Product_102,10,10,2,86,13.59,27.18,2026,6,26,4,0
2026-08-07,121,Product_121,16,6,5,273,78.35,391.75,2026,8,32,6,0
2026-07-08,25,Product_25,14,4,1,60,63.37,63.37,2026,7,28,4,0
2026-06-29,11,Product_11,13,3,5,445,50.69,253.45,2026,6,27,2,0
2026-06-07,149,Product_149,14,4,6,29,65.46,392.76,2026,6,23,1,1
2026-06-26,95,Product_95,20,10,5,427,88.52,442.6,2026,6,26,6,0
2026-08-20,150,Product_150,1,1,12,382,59.38,712.56,2026,8,34,5,0
2026-06-07,65,Product_65,15,5,17,348,19.04,323.68,2026,6,23,1,1
2026-07-22,64,Product_64,2,2,4,342,19.97,79.88,2026,7,30,4,0
2026-06-26,121,Product_121,5,5,4,353,78.35,313.4,2026,6,26,6,0
2026-07-21,111,Product_111,20,10,8,86,8.44,67.52,2026,7,30,3,0
2026-07-28,32,Product_32,4,4,4,59,81.08,324.32,2026,7,31,3,0
2026-07-09,35,Product_35,2,2,3,288,80.54,241.62,2026,7,28,5,0
2026-08-07,122,Product_122,5,5,2,493,71.32,142.64,2026,8,32,6,0
2026-07-12,127,Product_127,18,8,23,153,52.93,1217.39,2026,7,28,1,1
2026-07-16,19,Product_19,12,2,4,290,32.37,129.48,2026,7,29,5,0
2026-07-21,73,Product_73,11,1,10,69,50.54,505.4,2026,7,30,3,0
2026-07-09,81,Product_81,8,8,12,313,16.58,198.96,2026,7,28,5,0
2026-08-08,35,Product_35,6,6,4,247,80.54,322.16,2026,8,32,7,1
2026-06-17,80,Product_80,7,7,23,323,65.52,1506.96,2026,6,25,4,0
2026-07-27,4,Product_4,19,9,9,455,39.81,358.29,2026,7,31,2,0
2026-08-14,131,Product_131,2,2,6,93,19.75,118.5,2026,8,33,6,0
2026-08-11,50,Product_50,6,6,3,200,93.47,280.41,2026,8,33,3,0
2026-06-01,1,Product_1,18,8,12,88,44.6,535.2,2026,6,23,2,0
2026-07-20,131,Product_131,1,1,4,384,19.75,79.0,2026,7,30,2,0
2026-07-06,121,Product_121,7,7,6,216,78.35,470.1,2026,7,28,2,0
2026-07-18,72,Product_72,5,5,4,179,79.13,316.52,2026,7,29,7,1
2026-08-28,32,Product_32,12,2,6,384,81.08,486.48,2026,8,35,6,0
2026-07-26,111,Product_111,3,3,14,146,8.44,118.16,2026,7,30,1,1
2026-06-02,113,Product_113,11,1,37,451,9.91,366.67,2026,6,23,3,0
2026-08-15,143,Product_143,17,7,15,107,21.45,321.75,2026,8,33,7,1
2026-07-03,109,Product_109,3,3,9,308,91.51,823.59,2026,7,27,6,0
2026-08-18,27,Product_27,6,6,7,89,73.94,517.58,2026,8,34,3,0
2026-06-06,50,Product_50,20,10,6,197,93.47,560.82,2026,6,23,7,1
2026-07-06,51,Product_51,4,4,3,134,16.37,49.11,2026,7,28,2,0
2026-08-06,54,Product_54,20,10,5,147,67.5,337.5,2026,8,32,5,0
2026-07-27,38,Product_38,1,1,7,63,61.06,427.42,2026,7,31,2,0
2026-06-14,118,Product_118,4,4,0,29,10.44,0.0,2026,6,24,1,1
2026-07-17,92,Product_92,9,9,8,90,79.22,633.76,2026,7,29,6,0
2026-08-29,112,Product_112,4,4,10,353,5.52,55.2,2026,8,35,7,1
2026-08-17,39,Product_39,15,5,9,233,14.03,126.27,2026,8,34,2,0
2026-07-10,105,Product_105,1,1,8,259,27.88,223.04,2026,7,28,6,0
2026-07-30,52,Product_52,10,10,4,205,16.12,64.48,2026,7,31,5,0
2026-06-24,95,Product_95,1,1,3,374,88.52,265.56,2026,6,26,4,0
2026-08-21,2,Product_2,6,6,7,57,27.09,189.63,2026,8,34,6,0
2026-07-27,120,Product_120,7,7,20,301,93.14,1862.8,2026,7,31,2,0
2026-06-06,38,Product_38,5,5,16,389,61.06,976.96,2026,6,23,7,1
2026-06-13,102,Product_102,19,9,5,435,13.59,67.95,2026,6,24,7,1
2026-07-06,1,Product_1,8,8,10,99,44.6,446.0,2026,7,28,2,0
2026-08-18,115,Product_115,12,2,3,364,81.14,243.42,2026,8,34,3,0
2026-06-21,103,Product_103,5,5,1,111,90.22,90.22,2026,6,25,1,1
2026-08-17,15,Product_15,11,1,5,223,67.0,335.0,2026,8,34,2,0
2026-08-16,27,Product_27,18,8,6,424,73.94,443.64,2026,8,33,1,1
2026-08-19,46,Product_46,10,10,3,28,77.57,232.71,2026,8,34,4,0
2026-07-15,82,Product_82,2,2,18,347,60.88,1095.84,2026,7,29,4,0
2026-08-18,59,Product_59,7,7,7,89,90.34,632.38,2026,8,34,3,0
2026-08-03,17,Product_17,10,10,1,189,55.61,55.61,2026,8,32,2,0
2026-08-07,9,Product_9,1,1,4,454,95.14,380.56,2026,8,32,6,0
2026-06-12,122,Product_122,17,7,0,131,71.32,0.0,2026,6,24,6,0
2026-07-08,8,Product_8,2,2,11,428,33.2,365.2,2026,7,28,4,0
2026-06-23,69,Product_69,14,4,7,164,74.32,520.24,2026,6,26,3,0
2026-08-22,62,Product_62,1,1,21,228,39.6,831.6,2026,8,34,7,1
2026-07-13,15,Product_15,3,3,10,213,67.0,670.0,2026,7,29,2,0
2026-06-08,129,Product_129,2,2,11,341,64.85,713.35,2026,6,24,2,0
2026-08-27,16,Product_16,11,1,9,150,81.42,732.78,2026,8,35,5,0
2026-07-17,125,Product_125,16,6,28,365,24.17,676.76,2026,7,29,6,0
2026-07-09,99,Product_99,10,10,11,96,99.91,1099.01,2026,7,28,5,0
2026-07-02,62,Product_62,1,1,16,41,39.6,633.6,2026,7,27,5,0
2026-06-03,6,Product_6,17,7,10,208,41.05,410.5,2026,6,23,4,0
2026-06-01,81,Product_81,19,9,7,266,16.58,116.06,2026,6,23,2,0
2026-08-16,44,Product_44,7,7,16,480,49.27,788.32,2026,8,33,1,1
2026-07-16,84,Product_84,13,3,9,199,6.17,55.53,2026,7,29,5,0
2026-07-11,31,Product_31,16,6,7,263,96.09,672.63,2026,7,28,7,1
2026-07-16,71,Product_71,6,6,2,124,93.93,187.86,2026,7,29,5,0
2026-06-09,143,Product_143,6,6,14,132,21.45,300.3,2026,6,24,3,0
2026-06-25,6,Product_6,14,4,7,263,41.05,287.35,2026,6,26,5,0
2026-08-24,106,Product_106,15,5,15,229,18.59,278.85,2026,8,35,2,0
2026-06-30,50,Product_50,2,2,2,275,93.47,186.94,2026,6,27,3,0
2026-07-29,109,Product_109,19,9,6,38,91.51,549.06,2026,7,31,4,0
2026-07-19,21,Product_21,16,6,7,72,24.23,169.61,2026,7,29,1,1
2026-06-22,47,Product_47,14,4,1,222,80.93,80.93,2026,6,26,2,0
2026-07-04,27,Product_27,4,4,7,481,73.94,517.58,2026,7,27,7,1
2026-06-21,28,Product_28,18,8,5,281,13.03,65.15,2026,6,25,1,1
2026-08-29,68,Product_68,11,1,30,261,41.42,1242.6,2026,8,35,7,1
2026-06-04,32,Product_32,12,2,6,136,81.08,486.48,2026,6,23,5,0
2026-06-12,53,Product_53,1,1,16,118,13.33,213.28,2026,6,24,6,0
2026-07-23,124,Product_124,17,7,5,439,8.81,44.05,2026,7,30,5,0
2026-06-16,4,Product_4,16,6,14,282,39.81,557.34,2026,6,25,3,0
2026-07-26,135,Product_135,5,5,9,333,72.44,651.96,2026,7,30,1,1
2026-07-16,52,Product_52,3,3,3,102,16.12,48.36,2026,7,29,5,0
2026-07-14,45,Product_45,10,10,1,64,54.65,54.65,2026,7,29,3,0
2026-06-22,55,Product_55,14,4,5,24,44.77,223.85,2026,6,26,2,0
2026-06-25,143,Product_143,16,6,14,186,21.45,300.3,2026,6,26,5,0
2026-07-09,46,Product_46,11,1,0,171,77.57,0.0,2026,7,28,5,0
2026-06-20,105,Product_105,19,9,11,283,27.88,306.68,2026,6,25,7,1
2026-08-29,95,Product_95,13,3,4,470,88.52,354.08,2026,8,35,7,1
2026-08-27,69,Product_69,12,2,13,432,74.32,966.16,2026,8,35,5,0
2026-07-27,69,Product_69,13,3,7,27,74.32,520.24,2026,7,31,2,0
2026-06-10,117,Product_117,2,2,2,168,85.69,171.38,2026,6,24,4,0
2026-08-29,53,Product_53,17,7,11,65,13.33,146.63,2026,8,35,7,1
2026-08-28,103,Product_103,1,1,1,174,90.22,90.22,2026,8,35,6,0
2026-07-30,14,Product_14,19,9,3,99,85.61,256.83,2026,7,31,5,0
2026-08-06,139,Product_139,9,9,6,130,63.55,381.3,2026,8,32,5,0
2026-07-19,83,Product_83,5,5,11,264,70.18,771.98,2026,7,29,1,1
2026-08-20,133,Product_133,20,10,11,453,23.34,256.74,2026,8,34,5,0
2026-06-08,7,Product_7,2,2,8,93,70.15,561.2,2026,6,24,2,0
2026-08-26,60,Product_60,16,6,5,391,77.44,387.2,2026,8,35,4,0
2026-07-28,88,Product_88,18,8,8,418,48.56,388.48,2026,7,31,3,0
2026-08-27,105,Product_105,19,9,3,79,27.88,83.64,2026,8,35,5,0
2026-08-07,121,Product_121,20,10,1,493,78.35,78.35,2026,8,32,6,0
2026-07-19,14,Product_14,19,9,7,463,85.61,599.27,2026,7,29,1,1
2026-07-28,32,Product_32,20,10,9,200,81.08,729.72,2026,7,31,3,0
2026-07-16,147,Product_147,1,1,7,36,48.56,339.92,2026,7,29,5,0
2026-06-09,103,Product_103,6,6,2,290,90.22,180.44,2026,6,24,3,0
2026-08-19,45,Product_45,13,3,4,100,54.65,218.6,2026,8,34,4,0
2026-07-07,141,Product_141,2,2,10,128,88.99,889.9,2026,7,28,3,0
2026-06-17,55,Product_55,4,4,6,310,44.77,268.62,2026,6,25,4,0
2026-08-25,125,Product_125,20,10,25,273,24.17,604.25,2026,8,35,3,0
2026-06-15,111,Product_111,17,7,6,229,8.44,50.64,2026,6,25,2,0
2026-08-28,1,Product_1,20,10,8,356,44.6,356.8,2026,8,35,6,0
2026-06-14,38,Product_38,14,4,17,238,61.06,1038.02,2026,6,24,1,1
2026-07-06,133,Product_133,10,10,10,348,23.34,233.4,2026,7,28,2,0
2026-07-29,92,Product_92,7,7,6,356,79.22,475.32,2026,7,31,4,0
2026-08-03,100,Product_100,1,1,9,298,68.24,614.16,2026,8,32,2,0
2026-07-19,21,Product_21,18,8,8,414,24.23,193.84,2026,7,29,1,1
2026-08-01,61,Product_61,5,5,19,175,30.7,583.3,2026,8,31,7,1
2026-07-12,66,Product_66,20,10,1,214,93.93,93.93,2026,7,28,1,1
2026-07-29,23,Product_23,14,4,11,56,86.77,954.47,2026,7,31,4,0
2026-07-19,84,Product_84,13,3,4,292,6.17,24.68,2026,7,29,1,1
2026-06-01,44,Product_44,15,5,10,142,49.27,492.7,2026,6,23,2,0
2026-06-07,25,Product_25,16,6,2,403,63.37,126.74,2026,6,23,1,1
2026-06-19,40,Product_40,17,7,10,459,63.54,635.4,2026,6,25,6,0
2026-08-13,136,Product_136,9,9,2,423,98.12,196.24,2026,8,33,5,0
2026-06-14,16,Product_16,5,5,8,369,81.42,651.36,2026,6,24,1,1
2026-07-06,98,Product_98,17,7,6,389,15.11,90.66,2026,7,28,2,0
2026-06-29,16,Product_16,6,6,6,406,81.42,488.52,2026,6,27,2,0
2026-08-06,136,Product_136,3,3,5,462,98.12,490.6,2026,8,32,5,0
2026-08-27,73,Product_73,8,8,11,193,50.54,555.94,2026,8,35,5,0
2026-08-26,33,Product_33,13,3,14,220,61.4,859.6,2026,8,35,4,0
2026-08-26,28,Product_28,8,8,3,422,13.03,39.09,2026,8,35,4,0
2026-08-24,58,Product_58,14,4,25,180,36.7,917.5,2026,8,35,2,0
2026-07-16,87,Product_87,11,1,20,239,33.06,661.2,2026,7,29,5,0
2026-06-17,139,Product_139,10,10,3,67,63.55,190.65,2026,6,25,4,0
2026-08-26,56,Product_56,12,2,15,311,78.56,1178.4,2026,8,35,4,0
2026-08-08,110,Product_110,7,7,6,227,67.35,404.1,2026,8,32,7,1
2026-06-22,39,Product_39,15,5,13,276,14.03,182.39,2026,6,26,2,0
2026-06-27,1,Product_1,20,10,22,69,44.6,981.2,2026,6,26,7,1
2026-06-09,1,Product_1,6,6,14,103,44.6,624.4,2026,6,24,3,0
2026-07-17,11,Product_11,4,4,3,192,50.69,152.07,2026,7,29,6,0
2026-07-21,18,Product_18,5,5,14,50,65.13,911.82,2026,7,30,3,0
2026-08-04,58,Product_58,5,5,27,124,36.7,990.9,2026,8,32,3,0
2026-07-19,94,Product_94,6,6,26,172,99.72,2592.72,2026,7,29,1,1
2026-08-01,92,Product_92,10,10,12,399,79.22,950.64,2026,8,31,7,1
2026-07-19,2,Product_2,4,4,13,127,27.09,352.17,2026,7,29,1,1
2026-07-01,149,Product_149,14,4,5,464,65.46,327.3,2026,7,27,4,0
2026-06-23,93,Product_93,11,1,4,454,15.51,62.04,2026,6,26,3,0
2026-07-07,116,Product_116,12,2,11,326,27.66,304.26,2026,7,28,3,0
2026-08-10,92,Product_92,7,7,7,163,79.22,554.54,2026,8,33,2,0
2026-07-25,44,Product_44,1,1,18,96,49.27,886.86,2026,7,30,7,1
2026-07-25,60,Product_60,4,4,13,42,77.44,1006.72,2026,7,30,7,1
2026-08-19,61,Product_61,1,1,11,349,30.7,337.7,2026,8,34,4,0
2026-06-14,114,Product_114,19,9,5,164,62.56,312.8,2026,6,24,1,1
2026-07-18,95,Product_95,15,5,8,157,88.52,708.16,2026,7,29,7,1
2026-06-14,42,Product_42,20,10,3,57,58.67,176.01,2026,6,24,1,1
2026-06-21,13,Product_13,6,6,11,414,55.87,614.57,2026,6,25,1,1
2026-08-26,90,Product_90,1,1,1,297,33.68,33.68,2026,8,35,4,0
2026-07-07,130,Product_130,20,10,9,148,85.86,772.74,2026,7,28,3,0
2026-07-02,93,Product_93,10,10,3,445,15.51,46.53,2026,7,27,5,0
2026-08-20,18,Product_18,5,5,12,59,65.13,781.56,2026,8,34,5,0
2026-08-09,119,Product_119,8,8,1,375,81.09,81.09,2026,8,32,1,1
2026-08-13,30,Product_30,7,7,6,208,18.05,108.3,2026,8,33,5,0
2026-06-03,102,Product_102,12,2,2,354,13.59,27.18,2026,6,23,4,0
2026-08-17,128,Product_128,14,4,10,239,75.79,757.9,2026,8,34,2,0
2026-06-20,109,Product_109,19,9,6,70,91.51,549.06,2026,6,25,7,1
2026-07-29,112,Product_112,4,4,12,307,5.52,66.24,2026,7,31,4,0
2026-08-23,104,Product_104,2,2,15,291,7.75,116.25,2026,8,34,1,1
2026-07-10,69,Product_69,1,1,10,135,74.32,743.2,2026,7,28,6,0
2026-08-26,141,Product_141,7,7,13,415,88.99,1156.87,2026,8,35,4,0
2026-06-16,82,Product_82,2,2,4,226,60.88,243.52,2026,6,25,3,0
2026-08-25,73,Product_73,14,4,16,410,50.54,808.64,2026,8,35,3,0
2026-06-14,141,Product_141,12,2,21,266,88.99,1868.79,2026,6,24,1,1
2026-08-28,112,Product_112,18,8,0,474,5.52,0.0,2026,8,35,6,0
2026-07-01,60,Product_60,5,5,10,74,77.44,774.4,2026,7,27,4,0
2026-07-10,139,Product_139,1,1,4,345,63.55,254.2,2026,7,28,6,0
2026-08-12,23,Product_23,6,6,12,164,86.77,1041.24,2026,8,33,4,0
2026-07-04,34,Product_34,16,6,5,430,79.35,396.75,2026,7,27,7,1
2026-07-10,104,Product_104,8,8,9,414,7.75,69.75,2026,7,28,6,0
2026-07-17,144,Product_144,14,4,0,239,13.71,0.0,2026,7,29,6,0
2026-06-21,52,Product_52,10,10,4,252,16.12,64.48,2026,6,25,1,1
2026-07-09,126,Product_126,17,7,4,409,16.87,67.48,2026,7,28,5,0
2026-08-02,53,Product_53,12,2,17,199,13.33,226.61,2026,8,31,1,1
2026-06-24,147,Product_147,3,3,7,224,48.56,339.92,2026,6,26,4,0
2026-08-17,108,Product_108,17,7,14,126,23.83,333.62,2026,8,34,2,0
2026-08-15,147,Product_147,19,9,6,183,48.56,291.36,2026,8,33,7,1
2026-06-12,8,Product_8,5,5,8,253,33.2,265.6,2026,6,24,6,0
2026-08-05,32,Product_32,18,8,2,109,81.08,162.16,2026,8,32,4,0
2026-07-30,12,Product_12,13,3,10,130,36.19,361.9,2026,7,31,5,0
2026-07-21,109,Product_109,5,5,7,162,91.51,640.57,2026,7,30,3,0
2026-06-15,146,Product_146,11,1,3,444,98.1,294.3,2026,6,25,2,0
2026-06-26,19,Product_19,11,1,2,359,32.37,64.74,2026,6,26,6,0
2026-08-16,117,Product_117,10,10,7,95,85.69,599.83,2026,8,33,1,1
2026-08-12,88,Product_88,5,5,5,230,48.56,242.8,2026,8,33,4,0
2026-07-18,53,Product_53,13,3,17,205,13.33,226.61,2026,7,29,7,1
2026-07-16,67,Product_67,2,2,5,223,46.6,233.0,2026,7,29,5,0
2026-08-18,34,Product_34,16,6,0,460,79.35,0.0,2026,8,34,3,0
2026-06-14,76,Product_76,1,1,14,178,73.19,1024.66,2026,6,24,1,1
2026-08-20,21,Product_21,4,4,8,282,24.23,193.84,2026,8,34,5,0
2026-07-28,15,Product_15,14,4,15,343,67.0,1005.0,2026,7,31,3,0
2026-08-19,141,Product_141,17,7,14,424,88.99,1245.86,2026,8,34,4,0
2026-08-27,59,Product_59,14,4,2,184,90.34,180.68,2026,8,35,5,0
2026-07-22,62,Product_62,1,1,15,270,39.6,594.0,2026,7,30,4,0
2026-08-15,68,Product_68,17,7,34,145,41.42,1408.28,2026,8,33,7,1
2026-07-20,85,Product_85,11,1,1,497,48.16,48.16,2026,7,30,2,0
2026-08-04,70,Product_70,10,10,0,306,57.53,0.0,2026,8,32,3,0
2026-08-06,40,Product_40,14,4,6,290,63.54,381.24,2026,8,32,5,0
2026-08-25,68,Product_68,12,2,19,229,41.42,786.98,2026,8,35,3,0
2026-07-25,101,Product_101,16,6,1,386,66.76,66.76,2026,7,30,7,1
2026-06-25,8,Product_8,15,5,8,211,33.2,265.6,2026,6,26,5,0
2026-06-10,145,Product_145,2,2,5,375,22.44,112.2,2026,6,24,4,0
2026-08-06,12,Product_12,13,3,9,74,36.19,325.71,2026,8,32,5,0
2026-06-14,71,Product_71,11,1,6,26,93.93,563.58,2026,6,24,1,1
2026-06-18,68,Product_68,14,4,23,455,41.42,952.66,2026,6,25,5,0
2026-08-27,97,Product_97,17,7,13,430,84.51,1098.63,2026,8,35,5,0
2026-07-29,67,Product_67,13,3,6,409,46.6,279.6,2026,7,31,4,0
2026-08-13,33,Product_33,6,6,15,136,61.4,921.0,2026,8,33,5,0
2026-06-02,118,Product_118,11,1,0,487,10.44,0.0,2026,6,23,3,0
2026-07-04,40,Product_40,6,6,4,343,63.54,254.16,2026,7,27,7,1
2026-07-25,111,Product_111,12,2,13,295,8.44,109.72,2026,7,30,7,1
2026-07-08,75,Product_75,7,7,3,281,98.73,296.19,2026,7,28,4,0
2026-08-09,55,Product_55,4,4,6,180,44.77,268.62,2026,8,32,1,1
2026-08-28,58,Product_58,9,9,19,496,36.7,697.3,2026,8,35,6,0
2026-08-09,68,Product_68,2,2,35,415,41.42,1449.7,2026,8,32,1,1
2026-08-10,73,Product_73,13,3,11,292,50.54,555.94,2026,8,33,2,0
2026-08-07,86,Product_86,15,5,2,138,83.41,166.82,2026,8,32,6,0
2026-08-17,52,Product_52,13,3,1,368,16.12,16.12,2026,8,34,2,0
2026-07-17,31,Product_31,17,7,9,481,96.09,864.81,2026,7,29,6,0
2026-07-24,76,Product_76,4,4,12,437,73.19,878.28,2026,7,30,6,0
2026-07-21,63,Product_63,14,4,5,446,34.87,174.35,2026,7,30,3,0
2026-08-04,49,Product_49,5,5,8,245,61.96,495.68,2026,8,32,3,0
2026-08-06,7,Product_7,20,10,7,173,70.15,491.05,2026,8,32,5,0
2026-07-01,67,Product_67,18,8,6,72,46.6,279.6,2026,7,27,4,0
2026-08-02,146,Product_146,15,5,3,134,98.1,294.3,2026,8,31,1,1
2026-08-17,90,Product_90,9,9,7,232,33.68,235.76,2026,8,34,2,0
2026-07-04,66,Product_66,8,8,4,293,93.93,375.72,2026,7,27,7,1
2026-06-19,11,Product_11,9,9,4,395,50.69,202.76,2026,6,25,6,0
2026-08-08,118,Product_118,11,1,1,49,10.44,10.44,2026,8,32,7,1
2026-08-06,39,Product_39,17,7,5,199,14.03,70.15,2026,8,32,5,0
2026-07-16,57,Product_57,16,6,10,487,68.77,687.7,2026,7,29,5,0
2026-06-24,10,Product_10,7,7,10,92,92.05,920.5,2026,6,26,4,0
2026-06-07,5,Product_5,7,7,4,182,36.11,144.44,2026,6,23,1,1
2026-07-02,111,Product_111,18,8,6,323,8.44,50.64,2026,7,27,5,0
2026-06-15,26,Product_26,12,2,6,378,14.03,84.18,2026,6,25,2,0
2026-07-13,100,Product_100,11,1,6,221,68.24,409.44,2026,7,29,2,0
2026-08-22,137,Product_137,18,8,6,238,63.1,378.6,2026,8,34,7,1
2026-07-29,62,Product_62,11,1,16,121,39.6,633.6,2026,7,31,4,0
2026-08-03,148,Product_148,5,5,10,464,79.49,794.9,2026,8,32,2,0
2026-07-05,37,Product_37,12,2,3,141,29.07,87.21,2026,7,27,1,1
2026-06-07,149,Product_149,6,6,10,364,65.46,654.6,2026,6,23,1,1
2026-08-01,34,Product_34,12,2,1,31,79.35,79.35,2026,8,31,7,1
2026-07-14,145,Product_145,11,1,5,318,22.44,112.2,2026,7,29,3,0
2026-07-16,64,Product_64,5,5,6,284,19.97,119.82,2026,7,29,5,0
2026-06-17,51,Product_51,9,9,2,73,16.37,32.74,2026,6,25,4,0
2026-06-30,12,Product_12,15,5,10,92,36.19,361.9,2026,6,27,3,0
2026-06-07,138,Product_138,7,7,29,62,10.18,295.22,2026,6,23,1,1
2026-07-10,38,Product_38,4,4,14,45,61.06,854.84,2026,7,28,6,0
2026-06-01,69,Product_69,12,2,11,458,74.32,817.52,2026,6,23,2,0
2026-07-27,109,Product_109,8,8,9,447,91.51,823.59,2026,7,31,2,0
2026-07-02,41,Product_41,16,6,0,498,21.27,0.0,2026,7,27,5,0
2026-06-21,54,Product_54,2,2,10,198,67.5,675.0,2026,6,25,1,1
2026-07-18,30,Product_30,6,6,15,230,18.05,270.75,2026,7,29,7,1
2026-07-01,52,Product_52,3,3,2,159,16.12,32.24,2026,7,27,4,0
2026-07-13,24,Product_24,5,5,6,427,17.55,105.3,2026,7,29,2,0
2026-08-26,16,Product_16,9,9,8,167,81.42,651.36,2026,8,35,4,0
2026-06-15,34,Product_34,4,4,2,331,79.35,158.7,2026,6,25,2,0
2026-06-26,15,Product_15,1,1,9,109,67.0,603.0,2026,6,26,6,0
